scientific_name,realm_type,realm,area_m2,prop_type
Ommatophoca rossii,Terrestrial,Antarctic,75050769652,1
Ommatophoca rossii,Marine,Southern Ocean,1.64437E+13,1
Orcaella brevirostris,Terrestrial,Indo-Malay,48088076853,1
Orcaella brevirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",6.24871E+11,1
Orcaella brevirostris,Freshwater,oceanic islands,10819526.81,0.000217875
Orcaella brevirostris,Freshwater,tropical and subtropical coastal rivers,4562402437,0.091874056
Orcaella brevirostris,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,38262757242,0.770505181
Orcaella brevirostris,Freshwater,tropical and subtropical upland rivers,6823332895,0.137402888
Orcinus orca,Marine,Inner Baltic Sea Inner,55253361437,0.000159765
Orcinus orca,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.13351E+14,0.616902611
Orcinus orca,Marine,Mid-tropical North Pacific Ocean,3.26572E+13,0.094428278
Orcinus orca,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.9113E+13,0.055265014
Orcinus orca,Marine,North West Pacific,2.03858E+12,0.005894534
Orcinus orca,Marine,South-east Pacific,2.18805E+13,0.063267389
Orcinus orca,Marine,Southern Ocean,5.67466E+13,0.164082409
Osteolaemus tetraspis,Terrestrial,Afrotropic,4.92262E+12,1
Osteolaemus tetraspis,Freshwater,large river deltas,46798952081,0.009520117
Osteolaemus tetraspis,Freshwater,montane freshwaters,53765643349,0.010937322
Osteolaemus tetraspis,Freshwater,tropical and subtropical coastal rivers,1.39886E+12,0.284564843
Osteolaemus tetraspis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.75018E+12,0.559456915
Osteolaemus tetraspis,Freshwater,tropical and subtropical upland rivers,3.6296E+11,0.073835351
Osteolaemus tetraspis,Freshwater,xeric freshwaters and endorheic (closed) basins,3.03233E+11,0.061685453
Pangasius sanitwongsei,Terrestrial,Indo-Malay,3.01646E+11,1
Pangasius sanitwongsei,Freshwater,tropical and subtropical coastal rivers,453326346.2,0.001504137
Pangasius sanitwongsei,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.00933E+11,0.998495863
Panthera leo,Terrestrial,Afrotropic,1.68633E+12,0.997791803
Panthera leo,Terrestrial,Indo-Malay,3731986658,0.002208197
Panthera onca,Terrestrial,Nearctic,60493367575,0.006719578
Panthera onca,Terrestrial,Neotropic,8.94206E+12,0.993280422
Panthera pardus,Terrestrial,Afrotropic,6.62145E+12,0.779851466
Panthera pardus,Terrestrial,Indo-Malay,1.07452E+12,0.126553102
Panthera pardus,Terrestrial,Palearctic,7.94687E+11,0.093595432
Panthera tigris,Terrestrial,Indo-Malay,5.14859E+11,0.733504488
Panthera tigris,Terrestrial,Palearctic,1.87058E+11,0.266495512
Pardofelis marmorata,Terrestrial,Indo-Malay,1.29548E+12,0.956868867
Pardofelis marmorata,Terrestrial,Palearctic,58394344582,0.043131133
Peponocephala electra,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.40784E+14,0.802537998
Peponocephala electra,Marine,Mid-tropical North Pacific Ocean,2.19125E+13,0.124911938
Peponocephala electra,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",44809887518,0.000255438
Peponocephala electra,Marine,North West Pacific,1.2864E+12,0.007333072
Peponocephala electra,Marine,South-east Pacific,1.13958E+13,0.064961555
Phoca vitulina,Marine,Inner Baltic Sea Inner,3911634174,0.000611461
Phoca vitulina,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.00316E+12,0.313131686
Phoca vitulina,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.39012E+12,0.686256853
Phoca vitulina,Terrestrial,Nearctic,1.25801E+11,0.750833384
Phoca vitulina,Terrestrial,Palearctic,41747352468,0.249166616
Phoca vitulina,Freshwater,polar freshwaters,29720613343,0.494901477
Phoca vitulina,Freshwater,temperate coastal rivers,26223344491,0.436665682
Phoca vitulina,Freshwater,temperate floodplain rivers and wetlands,3033509432,0.050513369
Phoca vitulina,Freshwater,xeric freshwaters and endorheic (closed) basins,1076128752,0.017919472
Phoca largha,Terrestrial,Indo-Malay,62642546.44,0.001595893
Phoca largha,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.77049E+12,0.260799937
Phoca largha,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.76063E+12,0.701258564
Phoca largha,Terrestrial,Nearctic,4491646822,0.114429984
Phoca largha,Marine,North West Pacific,2.57573E+11,0.037941499
Phoca largha,Terrestrial,Palearctic,34698069635,0.883974123
Phocarctos hookeri,Terrestrial,Australasia,1856945173,1
Phocarctos hookeri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7.35411E+11,0.841344186
Phocarctos hookeri,Marine,Southern Ocean,1.3868E+11,0.158655814
Phocoena phocoena,Marine,Black Sea,2.94668E+11,0.031250627
Phocoena phocoena,Marine,Inner Baltic Sea Inner,3.16323E+11,0.033547283
Phocoena phocoena,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.53313E+12,0.37470212
Phocoena phocoena,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.28506E+12,0.56049997
Phocoenoides dalli,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.17826E+12,0.101314495
Phocoenoides dalli,Marine,Mid-tropical North Pacific Ocean,8.25093E+12,0.383764855
Phocoenoides dalli,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.10708E+13,0.51492065
Polyodon spathula,Freshwater,large lakes,5508264181,0.005158741
Polyodon spathula,Terrestrial,Nearctic,1.06702E+12,1
Polyodon spathula,Freshwater,temperate coastal rivers,28641931914,0.026824478
Polyodon spathula,Freshwater,temperate floodplain rivers and wetlands,4.05057E+11,0.379354019
Polyodon spathula,Freshwater,temperate upland rivers,6.28547E+11,0.588662762
Prionailurus viverrinus,Terrestrial,Indo-Malay,1.52418E+11,1
Prionailurus viverrinus,Freshwater,tropical and subtropical coastal rivers,30015625160,0.198248875
Prionailurus viverrinus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.21056E+11,0.799556817
Prionailurus viverrinus,Freshwater,tropical and subtropical upland rivers,332226437.6,0.002194308
Pristis pectinata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.04513E+11,1
Probarbus jullieni,Terrestrial,Indo-Malay,2.05022E+11,1
Probarbus jullieni,Freshwater,tropical and subtropical coastal rivers,12812814683,0.0625582
Probarbus jullieni,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.91895E+11,0.936924266
Probarbus jullieni,Freshwater,tropical and subtropical upland rivers,105998368.1,0.000517534
Proteles cristata,Terrestrial,Afrotropic,5.87845E+12,0.991035
Proteles cristata,Terrestrial,Palearctic,53177077572,0.008965
Pseudorca crassidens,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.54857E+14,0.799539044
Pseudorca crassidens,Marine,Mid-tropical North Pacific Ocean,2.38331E+13,0.123052733
Pseudorca crassidens,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.04835E+12,0.031228192
Pseudorca crassidens,Marine,North West Pacific,2.03858E+12,0.010525357
Pseudorca crassidens,Marine,South-east Pacific,6.7201E+12,0.034696493
Pseudorca crassidens,Marine,Southern Ocean,1.85583E+11,0.000958181
Pteronura brasiliensis,Freshwater,large river deltas,1.14631E+11,0.017467876
Pteronura brasiliensis,Freshwater,montane freshwaters,3.71637E+11,0.056631478
Pteronura brasiliensis,Terrestrial,Neotropic,6.56258E+12,1
Pteronura brasiliensis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.88688E+12,0.439914515
Pteronura brasiliensis,Freshwater,tropical and subtropical upland rivers,3.18922E+12,0.485986131
Ptychocheilus lucius,Terrestrial,Nearctic,1.23329E+11,1
Ptychocheilus lucius,Freshwater,temperate floodplain rivers and wetlands,70055040.88,0.000568035
Ptychocheilus lucius,Freshwater,xeric freshwaters and endorheic (closed) basins,1.23259E+11,0.999431965
Puma concolor,Terrestrial,Nearctic,4.77544E+12,0.226060613
Puma concolor,Terrestrial,Neotropic,1.63492E+13,0.773939387
Rhincodon typus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.43331E+14,0.837425966
Rhincodon typus,Marine,Mid-tropical North Pacific Ocean,1.52207E+13,0.088928982
Rhincodon typus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",66841399472,0.000390529
Rhincodon typus,Marine,North West Pacific,1.67571E+12,0.009790562
Rhincodon typus,Marine,South-east Pacific,1.08622E+13,0.063463961
Salmo marmoratus,Terrestrial,Palearctic,1.43942E+11,1
Salmo marmoratus,Freshwater,temperate coastal rivers,1.2955E+11,0.899556662
Salmo marmoratus,Freshwater,temperate floodplain rivers and wetlands,14465438029,0.100443338
Salmo trutta,Freshwater,large lakes,1.2175E+11,0.019447623
Salmo trutta,Terrestrial,Palearctic,6.2542E+12,1
Salmo trutta,Freshwater,polar freshwaters,2.03724E+12,0.325416432
Salmo trutta,Freshwater,temperate coastal rivers,4.67679E+11,0.074704112
Salmo trutta,Freshwater,temperate floodplain rivers and wetlands,3.63374E+12,0.580431833
Scaphirhynchus albus,Freshwater,large lakes,692716603.6,0.002287038
Scaphirhynchus albus,Terrestrial,Nearctic,3.0264E+11,1
Scaphirhynchus albus,Freshwater,temperate coastal rivers,44683079.88,0.000147523
Scaphirhynchus albus,Freshwater,temperate floodplain rivers and wetlands,1.21182E+11,0.400089837
Scaphirhynchus albus,Freshwater,temperate upland rivers,1.80968E+11,0.597475602
Sousa teuszii,Terrestrial,Afrotropic,4005474042,0.902071043
Sousa teuszii,Freshwater,large river deltas,209930528.2,0.026751768
Sousa teuszii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.70712E+11,1
Sousa teuszii,Terrestrial,Palearctic,434834815.5,0.097928957
Sousa teuszii,Freshwater,tropical and subtropical coastal rivers,5291587065,0.674315018
Sousa teuszii,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1272501069,0.162156754
Sousa teuszii,Freshwater,xeric freshwaters and endorheic (closed) basins,1073332976,0.13677646
Stenella attenuata,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.67158E+14,0.800207161
Stenella attenuata,Marine,Mid-tropical North Pacific Ocean,2.37745E+13,0.113811595
Stenella attenuata,Marine,North West Pacific,2.03862E+12,0.00975913
Stenella attenuata,Marine,South-east Pacific,1.59223E+13,0.076222114
Stenella coeruleoalba,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.93365E+14,0.77039983
Stenella coeruleoalba,Marine,Mid-tropical North Pacific Ocean,3.12295E+13,0.124423785
Stenella coeruleoalba,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.61528E+12,0.018388075
Stenella coeruleoalba,Marine,North West Pacific,2.03858E+12,0.008122048
Stenella coeruleoalba,Marine,South-east Pacific,1.95316E+13,0.077817375
Stenella coeruleoalba,Marine,Southern Ocean,2.13064E+11,0.000848886
Steno bredanensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.65544E+14,0.794849122
Steno bredanensis,Marine,Mid-tropical North Pacific Ocean,2.75826E+13,0.132435959
Steno bredanensis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.06641E+12,0.014723184
Steno bredanensis,Marine,North West Pacific,2.03858E+12,0.009788087
Steno bredanensis,Marine,South-east Pacific,1.00394E+13,0.048203648
Sander lucioperca,Freshwater,large lakes,4.44843E+11,0.060151411
Sander lucioperca,Freshwater,montane freshwaters,7.2487E+11,0.098016438
Sander lucioperca,Terrestrial,Palearctic,7.39348E+12,1
Sander lucioperca,Freshwater,polar freshwaters,5.82706E+11,0.078793078
Sander lucioperca,Freshwater,temperate coastal rivers,81197508212,0.01097947
Sander lucioperca,Freshwater,temperate floodplain rivers and wetlands,4.98227E+12,0.673699413
Sander lucioperca,Freshwater,temperate upland rivers,5.50541E+11,0.074443736
Sander lucioperca,Freshwater,tropical and subtropical upland rivers,2856070168,0.000386196
Sander lucioperca,Freshwater,xeric freshwaters and endorheic (closed) basins,26107637465,0.003530257
Tasmacetus shepherdi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.65766E+13,0.468614105
Tasmacetus shepherdi,Marine,South-east Pacific,6.256E+12,0.110309439
Tasmacetus shepherdi,Marine,Southern Ocean,2.38806E+13,0.421076456
Thunnus alalunga,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.45594E+14,0.733530348
Thunnus alalunga,Marine,Mid-tropical North Pacific Ocean,2.72214E+13,0.137146014
Thunnus alalunga,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.50077E+12,0.027713845
Thunnus alalunga,Marine,North West Pacific,5.11008E+11,0.00257455
Thunnus alalunga,Marine,South-east Pacific,1.96455E+13,0.098977253
Thunnus alalunga,Marine,Southern Ocean,11510313308,5.80E-05
Thunnus albacares,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.66366E+14,0.792952061
Thunnus albacares,Marine,Mid-tropical North Pacific Ocean,2.96673E+13,0.141403096
Thunnus albacares,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.89482E+11,0.00137976
Thunnus albacares,Marine,North West Pacific,5.90228E+11,0.002813207
Thunnus albacares,Marine,South-east Pacific,1.2893E+13,0.061451877
Thunnus maccoyii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.44544E+13,0.671486546
Thunnus maccoyii,Marine,South-east Pacific,6.68235E+12,0.100937371
Thunnus maccoyii,Marine,Southern Ocean,1.50662E+13,0.227576084
Thunnus obesus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.68131E+14,0.767914187
Thunnus obesus,Marine,Mid-tropical North Pacific Ocean,3.13739E+13,0.143295921
Thunnus obesus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",9.61719E+11,0.004392517
Thunnus obesus,Marine,North West Pacific,5.91199E+11,0.002700221
Thunnus obesus,Marine,South-east Pacific,1.78872E+13,0.081697153
Thunnus thynnus,Marine,Black Sea,16247403467,0.000511017
Thunnus thynnus,Marine,Inner Baltic Sea Inner,3.3761E+11,0.010618598
Thunnus thynnus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.72859E+13,0.85820131
Thunnus thynnus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.15453E+12,0.130669076
Tomistoma schlegelii,Terrestrial,Indo-Malay,1.2969E+11,1
Tomistoma schlegelii,Freshwater,tropical and subtropical coastal rivers,15238223656,0.117799877
Tomistoma schlegelii,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.14119E+11,0.882200123
Totoaba macdonaldi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.25154E+11,0.999775465
Totoaba macdonaldi,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,0.000224535
Totoaba macdonaldi,Terrestrial,Nearctic,1101162442,0.790360819
Totoaba macdonaldi,Terrestrial,Neotropic,292077729.1,0.209639181
Totoaba macdonaldi,Freshwater,tropical and subtropical coastal rivers,387845384.4,0.328572598
Totoaba macdonaldi,Freshwater,xeric freshwaters and endorheic (closed) basins,792549411.6,0.671427402
Tursiops truncatus,Marine,Black Sea,4.55929E+11,0.001802888
Tursiops truncatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.95434E+14,0.772808015
Tursiops truncatus,Marine,Mid-tropical North Pacific Ocean,2.99082E+13,0.118266367
Tursiops truncatus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.10473E+12,0.016231396
Tursiops truncatus,Marine,North West Pacific,2.03858E+12,0.008061171
Tursiops truncatus,Marine,South-east Pacific,2.0313E+13,0.080324087
Tursiops truncatus,Marine,Southern Ocean,6.33757E+11,0.002506076
Panthera uncia,Terrestrial,Indo-Malay,13057873844,0.004405379
Panthera uncia,Terrestrial,Palearctic,2.95102E+12,0.995594621
Ursus maritimus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.4842E+12,0.299850159
Ursus maritimus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.46561E+12,0.700149841
Ursus maritimus,Terrestrial,Nearctic,4.9567E+12,0.695891708
Ursus maritimus,Terrestrial,Palearctic,2.1661E+12,0.304108292
Ursus thibetanus,Terrestrial,Indo-Malay,1.38593E+12,0.409683544
Ursus thibetanus,Terrestrial,Palearctic,1.997E+12,0.590316456
Xiphias gladius,Marine,Black Sea,4.55938E+11,0.001705534
Xiphias gladius,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.93332E+14,0.723201196
Xiphias gladius,Marine,Mid-tropical North Pacific Ocean,3.23915E+13,0.121167268
Xiphias gladius,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",7.51036E+12,0.028094135
Xiphias gladius,Marine,North West Pacific,1.31029E+12,0.00490142
Xiphias gladius,Marine,South-east Pacific,2.07484E+13,0.077613894
Xiphias gladius,Marine,Southern Ocean,1.15797E+13,0.043316553
Ziphius cavirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.07949E+14,0.71952159
Ziphius cavirostris,Marine,Mid-tropical North Pacific Ocean,3.26572E+13,0.112996647
Ziphius cavirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.49054E+13,0.051573727
Ziphius cavirostris,Marine,North West Pacific,2.03858E+12,0.007053635
Ziphius cavirostris,Marine,South-east Pacific,2.18805E+13,0.075708284
Ziphius cavirostris,Marine,Southern Ocean,9.57958E+12,0.033146118
Squatina squatina,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.77469E+11,1
Pseudocarcharias kamoharai,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.2449E+14,0.80922587
Pseudocarcharias kamoharai,Marine,Mid-tropical North Pacific Ocean,2.1253E+13,0.138150808
Pseudocarcharias kamoharai,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.60348E+11,0.001042315
Pseudocarcharias kamoharai,Marine,North West Pacific,2.03867E+12,0.013251963
Pseudocarcharias kamoharai,Marine,South-east Pacific,5.8965E+12,0.038329045
Megachasma pelagios,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.57543E+14,0.783336908
Megachasma pelagios,Marine,Mid-tropical North Pacific Ocean,2.72325E+13,0.135405987
Megachasma pelagios,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.71857E+11,0.002346177
Megachasma pelagios,Marine,North West Pacific,2.03858E+12,0.010136266
Megachasma pelagios,Marine,South-east Pacific,1.37797E+13,0.06851572
Megachasma pelagios,Marine,Southern Ocean,52077740790,0.000258942
Alopias vulpinus,Marine,Black Sea,4.19489E+11,0.001588782
Alopias vulpinus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.01011E+14,0.761314604
Alopias vulpinus,Marine,Mid-tropical North Pacific Ocean,2.90582E+13,0.110055592
Alopias vulpinus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.2349E+12,0.023614167
Alopias vulpinus,Marine,North West Pacific,2.03858E+12,0.007720955
Alopias vulpinus,Marine,South-east Pacific,2.15332E+13,0.081555079
Alopias vulpinus,Marine,Southern Ocean,3.73627E+12,0.014150822
Isurus oxyrinchus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.71946E+14,0.773602677
Isurus oxyrinchus,Marine,Mid-tropical North Pacific Ocean,3.14951E+13,0.141699853
Isurus oxyrinchus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.38763E+12,0.019740419
Isurus oxyrinchus,Marine,North West Pacific,2.03858E+12,0.009171789
Isurus oxyrinchus,Marine,South-east Pacific,1.23761E+13,0.055681424
Isurus oxyrinchus,Marine,Southern Ocean,23079533823,0.000103837
Lamna ditropis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.8518E+12,0.119467095
Lamna ditropis,Marine,Mid-tropical North Pacific Ocean,9.49341E+12,0.397695792
Lamna ditropis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.13783E+13,0.476655065
Lamna ditropis,Marine,North West Pacific,1.47572E+11,0.006182048
Carcharhinus amblyrhynchos,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.13928E+13,0.922105539
Carcharhinus amblyrhynchos,Marine,Mid-tropical North Pacific Ocean,4.12081E+11,0.033352724
Carcharhinus amblyrhynchos,Marine,North West Pacific,4.65955E+11,0.037713141
Carcharhinus amblyrhynchos,Marine,South-east Pacific,84368986861,0.006828597
Carcharhinus amboinensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.03628E+13,0.948663827
Carcharhinus amboinensis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",15021247833,0.001375128
Carcharhinus amboinensis,Marine,North West Pacific,5.45751E+11,0.049961046
Carcharhinus brevipinna,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.40701E+13,0.92809673
Carcharhinus brevipinna,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",8.05618E+11,0.053140325
Carcharhinus brevipinna,Marine,North West Pacific,2.8445E+11,0.018762945
Carcharhinus hemiodon,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.35923E+12,0.935357944
Carcharhinus hemiodon,Marine,North West Pacific,3.70373E+11,0.064642056
Carcharhinus falciformis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.39605E+14,0.83862344
Carcharhinus falciformis,Marine,Mid-tropical North Pacific Ocean,1.48998E+13,0.089504407
Carcharhinus falciformis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,1.69E-07
Carcharhinus falciformis,Marine,North West Pacific,1.35554E+12,0.008142885
Carcharhinus falciformis,Marine,South-east Pacific,1.0609E+13,0.063729099
Carcharhinus leucas,Terrestrial,Afrotropic,6642287355,0.069044409
Carcharhinus leucas,Terrestrial,Australasia,17056622455,0.177298024
Carcharhinus leucas,Terrestrial,Indo-Malay,8881124774,0.092316393
Carcharhinus leucas,Freshwater,large lakes,209556748.3,0.001997245
Carcharhinus leucas,Freshwater,large river deltas,19459649527,0.185466169
Carcharhinus leucas,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.27371E+13,0.988038198
Carcharhinus leucas,Freshwater,montane freshwaters,97783766.44,0.000931958
Carcharhinus leucas,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,2.18E-06
Carcharhinus leucas,Terrestrial,Nearctic,47197835550,0.490606096
Carcharhinus leucas,Terrestrial,Neotropic,12750252325,0.132534712
Carcharhinus leucas,Freshwater,No Data,63293458.44,0.000603238
Carcharhinus leucas,Marine,North West Pacific,56244567440,0.004363001
Carcharhinus leucas,Terrestrial,Oceania,609022120,0.006330586
Carcharhinus leucas,Freshwater,oceanic islands,5142599744,0.049013127
Carcharhinus leucas,Terrestrial,Palearctic,3065972163,0.03186978
Carcharhinus leucas,Marine,South-east Pacific,97929973820,0.00759662
Carcharhinus leucas,Freshwater,temperate coastal rivers,5407425811,0.051537133
Carcharhinus leucas,Freshwater,temperate floodplain rivers and wetlands,5094380288,0.048553557
Carcharhinus leucas,Freshwater,temperate upland rivers,18363008.38,0.000175014
Carcharhinus leucas,Freshwater,tropical and subtropical coastal rivers,53154560514,0.506605872
Carcharhinus leucas,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5226760527,0.049815247
Carcharhinus leucas,Freshwater,tropical and subtropical upland rivers,1027589010,0.009793753
Carcharhinus leucas,Freshwater,xeric freshwaters and endorheic (closed) basins,10020944128,0.095507687
Carcharhinus longimanus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.48367E+14,0.824642352
Carcharhinus longimanus,Marine,Mid-tropical North Pacific Ocean,1.7152E+13,0.095332671
Carcharhinus longimanus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.50625E+12,0.013930028
Carcharhinus longimanus,Marine,North West Pacific,1.29735E+12,0.007210806
Carcharhinus longimanus,Marine,South-east Pacific,1.05943E+13,0.058884143
Galeocerdo cuvier,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.4027E+13,0.920141878
Galeocerdo cuvier,Marine,Mid-tropical North Pacific Ocean,7.75962E+11,0.029716374
Galeocerdo cuvier,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.72758E+11,0.010445599
Galeocerdo cuvier,Marine,North West Pacific,9.15235E+11,0.035049974
Galeocerdo cuvier,Marine,South-east Pacific,1.21322E+11,0.004646175
Negaprion brevirostris,Terrestrial,Afrotropic,4066426723,0.062513135
Negaprion brevirostris,Freshwater,large lakes,209556748.3,0.003581961
Negaprion brevirostris,Freshwater,large river deltas,19459649527,0.332624499
Negaprion brevirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.99486E+12,0.999995311
Negaprion brevirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,4.69E-06
Negaprion brevirostris,Terrestrial,Nearctic,46952617420,0.721802093
Negaprion brevirostris,Terrestrial,Neotropic,13680419726,0.210308948
Negaprion brevirostris,Freshwater,No Data,65245178.94,0.001115238
Negaprion brevirostris,Freshwater,oceanic islands,15167860.06,0.000259265
Negaprion brevirostris,Terrestrial,Palearctic,349692825.4,0.005375824
Negaprion brevirostris,Freshwater,temperate coastal rivers,5013143099,0.085689838
Negaprion brevirostris,Freshwater,temperate floodplain rivers and wetlands,3716686978,0.063529466
Negaprion brevirostris,Freshwater,tropical and subtropical coastal rivers,24426131498,0.417516756
Negaprion brevirostris,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1285316247,0.021969957
Negaprion brevirostris,Freshwater,tropical and subtropical upland rivers,1027589010,0.017564616
Negaprion brevirostris,Freshwater,xeric freshwaters and endorheic (closed) basins,3284870040,0.056148403
Prionace glauca,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.04575E+14,0.735930808
Prionace glauca,Marine,Mid-tropical North Pacific Ocean,3.26573E+13,0.117480174
Prionace glauca,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.0013E+13,0.036020561
Prionace glauca,Marine,North West Pacific,1.48466E+12,0.005340875
Prionace glauca,Marine,South-east Pacific,2.18805E+13,0.078712253
Prionace glauca,Marine,Southern Ocean,7.37076E+12,0.026515329
Sphyrna lewini,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.42615E+13,0.903113946
Sphyrna lewini,Marine,Mid-tropical North Pacific Ocean,2.08787E+11,0.007771925
